Country,Country code,year,category,category2,revenue,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,照片和视频,非游戏,126720242.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,医疗,非游戏,125916265.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,漫画,非游戏,125620445.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,体育,非游戏,125381329.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,导航,非游戏,124689287.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,实用工具,非游戏,124180844.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,工具,非游戏,123697892.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,金融,非游戏,123202778.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,体育,非游戏,122523831.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,旅游,非游戏,121615477.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,医疗,非游戏,117213673.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,艺术与设计,非游戏,114605956,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,参考,非游戏,113476905.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,交友,非游戏,112136147.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,社交,非游戏,111227533.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,美食佳饮,非游戏,108188089.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,商业,非游戏,107967733,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,地图与导航,非游戏,107902450.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,导航,非游戏,107460620.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2018,参考,非游戏,106644246,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,美食佳饮,非游戏,104761536.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,旅游,非游戏,100317686.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,美食佳饮,非游戏,100080679.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,视频播放器和编辑器,非游戏,99679182.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,购物,非游戏,98897669.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,实用工具,非游戏,96865453.99,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,新闻与杂志,非游戏,96553662.47,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,新闻与杂志,非游戏,95331691.34,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,摄影,非游戏,94693030.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,天气,非游戏,93538800.46,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,医疗,非游戏,92297024.47,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,参考,非游戏,90334748.77,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,音乐与音频,非游戏,90078127.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,导航,非游戏,89866425.77,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,地图与导航,非游戏,89542188.46,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,导航,非游戏,88877765.06,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,商业,非游戏,88844088.65,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,地图与导航,非游戏,87904910.71,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,美食佳饮,非游戏,87777980.89,,,,,,,,,,,,,,,,,,,
