Country,Country code,Quarter,Year,Category,Revenue
All countries,All countries,2015-Q3,2015,Non-Gaming,"1,125,923,178.02"
All countries,All countries,2015-Q4,2015,Non-Gaming,"1,185,841,768.04"
All countries,All countries,2016-Q1,2016,Non-Gaming,"1,354,740,753.40"
All countries,All countries,2016-Q2,2016,Non-Gaming,"1,580,133,649.63"
All countries,All countries,2016-Q3,2016,Non-Gaming,"1,716,331,095.07"
All countries,All countries,2016-Q4,2016,Non-Gaming,"1,859,556,260.72"
All countries,All countries,2017-Q1,2017,Non-Gaming,"2,186,398,717.93"
All countries,All countries,2017-Q2,2017,Non-Gaming,"2,367,964,764.25"
All countries,All countries,2017-Q3,2017,Non-Gaming,"2,814,585,626.98"
All countries,All countries,2017-Q4,2017,Non-Gaming,"3,330,404,246.59"
All countries,All countries,2018-Q1,2018,Non-Gaming,"3,774,592,152.61"
All countries,All countries,2018-Q2,2018,Non-Gaming,"4,031,593,985.93"
All countries,All countries,2018-Q3,2018,Non-Gaming,"4,378,538,043.50"
All countries,All countries,2018-Q4,2018,Non-Gaming,"4,659,138,312.14"
All countries,All countries,2019-Q1,2019,Non-Gaming,"4,873,433,978.72"
All countries,All countries,2019-Q2,2019,Non-Gaming,"5,126,949,949.98"
All countries,All countries,2019-Q3,2019,Non-Gaming,"5,612,637,253.83"
All countries,All countries,2019-Q4,2019,Non-Gaming,"6,020,965,629.07"
All countries,All countries,2020-Q1,2020,Non-Gaming,"6,543,625,075.74"
All countries,All countries,2020-Q2,2020,Non-Gaming,"7,342,954,622.31"
All countries,All countries,2020-Q3,2020,Non-Gaming,"8,027,755,748.51"
All countries,All countries,2020-Q4,2020,Non-Gaming,"8,426,765,498.76"
All countries,All countries,2021-Q1,2021,Non-Gaming,"9,331,377,028.69"
All countries,All countries,2021-Q2,2021,Non-Gaming,"10,030,817,232.58"
All countries,All countries,2021-Q3,2021,Non-Gaming,"10,633,685,857.66"
All countries,All countries,2021-Q4,2021,Non-Gaming,"10,976,404,009.34"
All countries,All countries,2022-Q1,2022,Non-Gaming,"11,416,373,148.83"
All countries,All countries,2022-Q2,2022,Non-Gaming,"11,670,879,193.10"
All countries,All countries,2022-Q3,2022,Non-Gaming,"12,026,722,100.50"
All countries,All countries,2022-Q4,2022,Non-Gaming,"12,504,966,844.61"
All countries,All countries,2023-Q1,2023,Non-Gaming,"13,288,213,421.38"
All countries,All countries,2023-Q2,2023,Non-Gaming,"13,965,290,986.07"
All countries,All countries,2023-Q3,2023,Non-Gaming,"14,570,677,197.32"
All countries,All countries,2023-Q4,2023,Non-Gaming,"15,429,186,953.83"
All countries,All countries,2024-Q1,2024,Non-Gaming,"16,277,600,213.95"
All countries,All countries,2024-Q2,2024,Non-Gaming,"16,992,469,427.62"
All countries,All countries,2024-Q3,2024,Non-Gaming,"18,074,242,164.11"
All countries,All countries,2024-Q4,2024,Non-Gaming,"19,109,149,482.00"
